series_id        	year	period	       value	footnote_codes
CWSR0000SA0      	1947	M01	       21.60	
CWSR0000SA0      	1947	M02	       21.74	
CWSR0000SA0      	1947	M03	       22.12	
CWSR0000SA0      	1947	M04	       22.12	
CWSR0000SA0      	1947	M05	       22.08	
CWSR0000SA0      	1947	M06	       22.20	
CWSR0000SA0      	1947	M07	       22.36	
CWSR0000SA0      	1947	M08	       22.53	
CWSR0000SA0      	1947	M09	       22.97	
CWSR0000SA0      	1947	M10	       23.04	
CWSR0000SA0      	1947	M11	       23.19	
CWSR0000SA0      	1947	M12	       23.54	
CWSR0000SA0      	1948	M01	       23.81	
CWSR0000SA0      	1948	M02	       23.80	
CWSR0000SA0      	1948	M03	       23.64	
CWSR0000SA0      	1948	M04	       23.95	
CWSR0000SA0      	1948	M05	       24.14	
CWSR0000SA0      	1948	M06	       24.29	
CWSR0000SA0      	1948	M07	       24.54	
CWSR0000SA0      	1948	M08	       24.57	
CWSR0000SA0      	1948	M09	       24.49	
CWSR0000SA0      	1948	M10	       24.44	
CWSR0000SA0      	1948	M11	       24.30	
CWSR0000SA0      	1948	M12	       24.18	
CWSR0000SA0      	1949	M01	       24.15	
CWSR0000SA0      	1949	M02	       24.05	
CWSR0000SA0      	1949	M03	       24.04	
CWSR0000SA0      	1949	M04	       24.05	
CWSR0000SA0      	1949	M05	       24.04	
CWSR0000SA0      	1949	M06	       24.05	
CWSR0000SA0      	1949	M07	       23.84	
CWSR0000SA0      	1949	M08	       23.83	
CWSR0000SA0      	1949	M09	       23.88	
CWSR0000SA0      	1949	M10	       23.80	
CWSR0000SA0      	1949	M11	       23.83	
CWSR0000SA0      	1949	M12	       23.75	
CWSR0000SA0      	1950	M01	       23.64	
CWSR0000SA0      	1950	M02	       23.74	
CWSR0000SA0      	1950	M03	       23.77	
CWSR0000SA0      	1950	M04	       23.78	
CWSR0000SA0      	1950	M05	       23.91	
CWSR0000SA0      	1950	M06	       24.02	
CWSR0000SA0      	1950	M07	       24.21	
CWSR0000SA0      	1950	M08	       24.33	
CWSR0000SA0      	1950	M09	       24.48	
CWSR0000SA0      	1950	M10	       24.63	
CWSR0000SA0      	1950	M11	       24.74	
CWSR0000SA0      	1950	M12	       25.12	
CWSR0000SA0      	1951	M01	       25.52	
CWSR0000SA0      	1951	M02	       25.98	
CWSR0000SA0      	1951	M03	       26.03	
CWSR0000SA0      	1951	M04	       26.06	
CWSR0000SA0      	1951	M05	       26.14	
CWSR0000SA0      	1951	M06	       26.08	
CWSR0000SA0      	1951	M07	       26.06	
CWSR0000SA0      	1951	M08	       26.01	
CWSR0000SA0      	1951	M09	       26.18	
CWSR0000SA0      	1951	M10	       26.31	
CWSR0000SA0      	1951	M11	       26.47	
CWSR0000SA0      	1951	M12	       26.62	
CWSR0000SA0      	1952	M01	       26.60	
CWSR0000SA0      	1952	M02	       26.56	
CWSR0000SA0      	1952	M03	       26.54	
CWSR0000SA0      	1952	M04	       26.61	
CWSR0000SA0      	1952	M05	       26.62	
CWSR0000SA0      	1952	M06	       26.68	
CWSR0000SA0      	1952	M07	       26.83	
CWSR0000SA0      	1952	M08	       26.84	
CWSR0000SA0      	1952	M09	       26.78	
CWSR0000SA0      	1952	M10	       26.84	
CWSR0000SA0      	1952	M11	       26.84	
CWSR0000SA0      	1952	M12	       26.86	
CWSR0000SA0      	1953	M01	       26.79	
CWSR0000SA0      	1953	M02	       26.74	
CWSR0000SA0      	1953	M03	       26.78	
CWSR0000SA0      	1953	M04	       26.84	
CWSR0000SA0      	1953	M05	       26.85	
CWSR0000SA0      	1953	M06	       26.92	
CWSR0000SA0      	1953	M07	       26.94	
CWSR0000SA0      	1953	M08	       27.01	
CWSR0000SA0      	1953	M09	       27.04	
CWSR0000SA0      	1953	M10	       27.11	
CWSR0000SA0      	1953	M11	       27.01	
CWSR0000SA0      	1953	M12	       27.03	
CWSR0000SA0      	1954	M01	       27.09	
CWSR0000SA0      	1954	M02	       27.14	
CWSR0000SA0      	1954	M03	       27.08	
CWSR0000SA0      	1954	M04	       27.01	
CWSR0000SA0      	1954	M05	       27.09	
CWSR0000SA0      	1954	M06	       27.09	
CWSR0000SA0      	1954	M07	       27.01	
CWSR0000SA0      	1954	M08	       27.01	
CWSR0000SA0      	1954	M09	       26.96	
CWSR0000SA0      	1954	M10	       26.87	
CWSR0000SA0      	1954	M11	       26.93	
CWSR0000SA0      	1954	M12	       26.92	
CWSR0000SA0      	1955	M01	       26.92	
CWSR0000SA0      	1955	M02	       26.97	
CWSR0000SA0      	1955	M03	       26.94	
CWSR0000SA0      	1955	M04	       26.94	
CWSR0000SA0      	1955	M05	       26.92	
CWSR0000SA0      	1955	M06	       26.86	
CWSR0000SA0      	1955	M07	       26.91	
CWSR0000SA0      	1955	M08	       26.87	
CWSR0000SA0      	1955	M09	       27.00	
CWSR0000SA0      	1955	M10	       26.97	
CWSR0000SA0      	1955	M11	       27.03	
CWSR0000SA0      	1955	M12	       27.02	
CWSR0000SA0      	1956	M01	       26.98	
CWSR0000SA0      	1956	M02	       27.01	
CWSR0000SA0      	1956	M03	       27.05	
CWSR0000SA0      	1956	M04	       27.08	
CWSR0000SA0      	1956	M05	       27.19	
CWSR0000SA0      	1956	M06	       27.30	
CWSR0000SA0      	1956	M07	       27.44	
CWSR0000SA0      	1956	M08	       27.47	
CWSR0000SA0      	1956	M09	       27.50	
CWSR0000SA0      	1956	M10	       27.67	
CWSR0000SA0      	1956	M11	       27.67	
CWSR0000SA0      	1956	M12	       27.79	
CWSR0000SA0      	1957	M01	       27.82	
CWSR0000SA0      	1957	M02	       27.96	
CWSR0000SA0      	1957	M03	       28.02	
CWSR0000SA0      	1957	M04	       28.09	
CWSR0000SA0      	1957	M05	       28.16	
CWSR0000SA0      	1957	M06	       28.27	
CWSR0000SA0      	1957	M07	       28.35	
CWSR0000SA0      	1957	M08	       28.44	
CWSR0000SA0      	1957	M09	       28.48	
CWSR0000SA0      	1957	M10	       28.48	
CWSR0000SA0      	1957	M11	       28.57	
CWSR0000SA0      	1957	M12	       28.63	
CWSR0000SA0      	1958	M01	       28.80	
CWSR0000SA0      	1958	M02	       28.86	
CWSR0000SA0      	1958	M03	       29.04	
CWSR0000SA0      	1958	M04	       29.10	
CWSR0000SA0      	1958	M05	       29.10	
CWSR0000SA0      	1958	M06	       29.08	
CWSR0000SA0      	1958	M07	       29.05	
CWSR0000SA0      	1958	M08	       29.11	
CWSR0000SA0      	1958	M09	       29.08	
CWSR0000SA0      	1958	M10	       29.08	
CWSR0000SA0      	1958	M11	       29.11	
CWSR0000SA0      	1958	M12	       29.14	
CWSR0000SA0      	1959	M01	       29.17	
CWSR0000SA0      	1959	M02	       29.16	
CWSR0000SA0      	1959	M03	       29.14	
CWSR0000SA0      	1959	M04	       29.14	
CWSR0000SA0      	1959	M05	       29.20	
CWSR0000SA0      	1959	M06	       29.28	
CWSR0000SA0      	1959	M07	       29.32	
CWSR0000SA0      	1959	M08	       29.34	
CWSR0000SA0      	1959	M09	       29.41	
CWSR0000SA0      	1959	M10	       29.51	
CWSR0000SA0      	1959	M11	       29.51	
CWSR0000SA0      	1959	M12	       29.57	
CWSR0000SA0      	1960	M01	       29.54	
CWSR0000SA0      	1960	M02	       29.57	
CWSR0000SA0      	1960	M03	       29.57	
CWSR0000SA0      	1960	M04	       29.71	
CWSR0000SA0      	1960	M05	       29.74	
CWSR0000SA0      	1960	M06	       29.78	
CWSR0000SA0      	1960	M07	       29.72	
CWSR0000SA0      	1960	M08	       29.78	
CWSR0000SA0      	1960	M09	       29.78	
CWSR0000SA0      	1960	M10	       29.92	
CWSR0000SA0      	1960	M11	       29.95	
CWSR0000SA0      	1960	M12	       29.98	
CWSR0000SA0      	1961	M01	       30.01	
CWSR0000SA0      	1961	M02	       30.01	
CWSR0000SA0      	1961	M03	       30.01	
CWSR0000SA0      	1961	M04	       29.98	
CWSR0000SA0      	1961	M05	       30.01	
CWSR0000SA0      	1961	M06	       30.01	
CWSR0000SA0      	1961	M07	       30.09	
CWSR0000SA0      	1961	M08	       30.11	
CWSR0000SA0      	1961	M09	       30.15	
CWSR0000SA0      	1961	M10	       30.15	
CWSR0000SA0      	1961	M11	       30.15	
CWSR0000SA0      	1961	M12	       30.18	
CWSR0000SA0      	1962	M01	       30.21	
CWSR0000SA0      	1962	M02	       30.28	
CWSR0000SA0      	1962	M03	       30.35	
CWSR0000SA0      	1962	M04	       30.38	
CWSR0000SA0      	1962	M05	       30.41	
CWSR0000SA0      	1962	M06	       30.38	
CWSR0000SA0      	1962	M07	       30.39	
CWSR0000SA0      	1962	M08	       30.45	
CWSR0000SA0      	1962	M09	       30.59	
CWSR0000SA0      	1962	M10	       30.55	
CWSR0000SA0      	1962	M11	       30.55	
CWSR0000SA0      	1962	M12	       30.55	
CWSR0000SA0      	1963	M01	       30.61	
CWSR0000SA0      	1963	M02	       30.65	
CWSR0000SA0      	1963	M03	       30.68	
CWSR0000SA0      	1963	M04	       30.65	
CWSR0000SA0      	1963	M05	       30.68	
CWSR0000SA0      	1963	M06	       30.79	
CWSR0000SA0      	1963	M07	       30.86	
CWSR0000SA0      	1963	M08	       30.92	
CWSR0000SA0      	1963	M09	       30.89	
CWSR0000SA0      	1963	M10	       30.92	
CWSR0000SA0      	1963	M11	       30.96	
CWSR0000SA0      	1963	M12	       31.05	
CWSR0000SA0      	1964	M01	       31.12	
CWSR0000SA0      	1964	M02	       31.08	
CWSR0000SA0      	1964	M03	       31.12	
CWSR0000SA0      	1964	M04	       31.12	
CWSR0000SA0      	1964	M05	       31.15	
CWSR0000SA0      	1964	M06	       31.19	
CWSR0000SA0      	1964	M07	       31.19	
CWSR0000SA0      	1964	M08	       31.22	
CWSR0000SA0      	1964	M09	       31.26	
CWSR0000SA0      	1964	M10	       31.29	
CWSR0000SA0      	1964	M11	       31.39	
CWSR0000SA0      	1964	M12	       31.42	
CWSR0000SA0      	1965	M01	       31.45	
CWSR0000SA0      	1965	M02	       31.45	
CWSR0000SA0      	1965	M03	       31.49	
CWSR0000SA0      	1965	M04	       31.56	
CWSR0000SA0      	1965	M05	       31.65	
CWSR0000SA0      	1965	M06	       31.79	
CWSR0000SA0      	1965	M07	       31.76	
CWSR0000SA0      	1965	M08	       31.73	
CWSR0000SA0      	1965	M09	       31.80	
CWSR0000SA0      	1965	M10	       31.83	
CWSR0000SA0      	1965	M11	       31.93	
CWSR0000SA0      	1965	M12	       32.03	
CWSR0000SA0      	1966	M01	       32.06	
CWSR0000SA0      	1966	M02	       32.26	
CWSR0000SA0      	1966	M03	       32.36	
CWSR0000SA0      	1966	M04	       32.46	
CWSR0000SA0      	1966	M05	       32.53	
CWSR0000SA0      	1966	M06	       32.56	
CWSR0000SA0      	1966	M07	       32.64	
CWSR0000SA0      	1966	M08	       32.83	
CWSR0000SA0      	1966	M09	       32.93	
CWSR0000SA0      	1966	M10	       33.03	
CWSR0000SA0      	1966	M11	       33.07	
CWSR0000SA0      	1966	M12	       33.10	
CWSR0000SA0      	1967	M01	       33.10	
CWSR0000SA0      	1967	M02	       33.20	
CWSR0000SA0      	1967	M03	       33.20	
CWSR0000SA0      	1967	M04	       33.30	
CWSR0000SA0      	1967	M05	       33.30	
CWSR0000SA0      	1967	M06	       33.50	
CWSR0000SA0      	1967	M07	       33.60	
CWSR0000SA0      	1967	M08	       33.70	
CWSR0000SA0      	1967	M09	       33.80	
CWSR0000SA0      	1967	M10	       33.90	
CWSR0000SA0      	1967	M11	       34.00	
CWSR0000SA0      	1967	M12	       34.10	
CWSR0000SA0      	1968	M01	       34.30	
CWSR0000SA0      	1968	M02	       34.40	
CWSR0000SA0      	1968	M03	       34.50	
CWSR0000SA0      	1968	M04	       34.60	
CWSR0000SA0      	1968	M05	       34.70	
CWSR0000SA0      	1968	M06	       34.90	
CWSR0000SA0      	1968	M07	       35.00	
CWSR0000SA0      	1968	M08	       35.20	
CWSR0000SA0      	1968	M09	       35.30	
CWSR0000SA0      	1968	M10	       35.50	
CWSR0000SA0      	1968	M11	       35.60	
CWSR0000SA0      	1968	M12	       35.80	
CWSR0000SA0      	1969	M01	       35.90	
CWSR0000SA0      	1969	M02	       36.00	
CWSR0000SA0      	1969	M03	       36.30	
CWSR0000SA0      	1969	M04	       36.50	
CWSR0000SA0      	1969	M05	       36.60	
CWSR0000SA0      	1969	M06	       36.80	
CWSR0000SA0      	1969	M07	       37.00	
CWSR0000SA0      	1969	M08	       37.10	
CWSR0000SA0      	1969	M09	       37.30	
CWSR0000SA0      	1969	M10	       37.50	
CWSR0000SA0      	1969	M11	       37.70	
CWSR0000SA0      	1969	M12	       37.90	
CWSR0000SA0      	1970	M01	       38.10	
CWSR0000SA0      	1970	M02	       38.30	
CWSR0000SA0      	1970	M03	       38.50	
CWSR0000SA0      	1970	M04	       38.70	
CWSR0000SA0      	1970	M05	       38.80	
CWSR0000SA0      	1970	M06	       39.00	
CWSR0000SA0      	1970	M07	       39.10	
CWSR0000SA0      	1970	M08	       39.20	
CWSR0000SA0      	1970	M09	       39.40	
CWSR0000SA0      	1970	M10	       39.60	
CWSR0000SA0      	1970	M11	       39.80	
CWSR0000SA0      	1970	M12	       40.00	
CWSR0000SA0      	1971	M01	       40.10	
CWSR0000SA0      	1971	M02	       40.20	
CWSR0000SA0      	1971	M03	       40.20	
CWSR0000SA0      	1971	M04	       40.40	
CWSR0000SA0      	1971	M05	       40.50	
CWSR0000SA0      	1971	M06	       40.70	
CWSR0000SA0      	1971	M07	       40.90	
CWSR0000SA0      	1971	M08	       41.00	
CWSR0000SA0      	1971	M09	       41.00	
CWSR0000SA0      	1971	M10	       41.10	
CWSR0000SA0      	1971	M11	       41.20	
CWSR0000SA0      	1971	M12	       41.40	
CWSR0000SA0      	1972	M01	       41.50	
CWSR0000SA0      	1972	M02	       41.60	
CWSR0000SA0      	1972	M03	       41.70	
CWSR0000SA0      	1972	M04	       41.70	
CWSR0000SA0      	1972	M05	       41.80	
CWSR0000SA0      	1972	M06	       41.90	
CWSR0000SA0      	1972	M07	       42.10	
CWSR0000SA0      	1972	M08	       42.20	
CWSR0000SA0      	1972	M09	       42.30	
CWSR0000SA0      	1972	M10	       42.50	
CWSR0000SA0      	1972	M11	       42.60	
CWSR0000SA0      	1972	M12	       42.80	
CWSR0000SA0      	1973	M01	       43.00	
CWSR0000SA0      	1973	M02	       43.20	
CWSR0000SA0      	1973	M03	       43.60	
CWSR0000SA0      	1973	M04	       43.90	
CWSR0000SA0      	1973	M05	       44.20	
CWSR0000SA0      	1973	M06	       44.40	
CWSR0000SA0      	1973	M07	       44.50	
CWSR0000SA0      	1973	M08	       45.30	
CWSR0000SA0      	1973	M09	       45.40	
CWSR0000SA0      	1973	M10	       45.80	
CWSR0000SA0      	1973	M11	       46.20	
CWSR0000SA0      	1973	M12	       46.50	
CWSR0000SA0      	1974	M01	       47.00	
CWSR0000SA0      	1974	M02	       47.60	
CWSR0000SA0      	1974	M03	       48.10	
CWSR0000SA0      	1974	M04	       48.30	
CWSR0000SA0      	1974	M05	       48.80	
CWSR0000SA0      	1974	M06	       49.20	
CWSR0000SA0      	1974	M07	       49.60	
CWSR0000SA0      	1974	M08	       50.20	
CWSR0000SA0      	1974	M09	       50.90	
CWSR0000SA0      	1974	M10	       51.30	
CWSR0000SA0      	1974	M11	       51.80	
CWSR0000SA0      	1974	M12	       52.20	
CWSR0000SA0      	1975	M01	       52.60	
CWSR0000SA0      	1975	M02	       52.90	
CWSR0000SA0      	1975	M03	       53.10	
CWSR0000SA0      	1975	M04	       53.30	
CWSR0000SA0      	1975	M05	       53.40	
CWSR0000SA0      	1975	M06	       53.80	
CWSR0000SA0      	1975	M07	       54.30	
CWSR0000SA0      	1975	M08	       54.50	
CWSR0000SA0      	1975	M09	       54.90	
CWSR0000SA0      	1975	M10	       55.20	
CWSR0000SA0      	1975	M11	       55.60	
CWSR0000SA0      	1975	M12	       55.90	
CWSR0000SA0      	1976	M01	       56.20	
CWSR0000SA0      	1976	M02	       56.20	
CWSR0000SA0      	1976	M03	       56.30	
CWSR0000SA0      	1976	M04	       56.50	
CWSR0000SA0      	1976	M05	       56.70	
CWSR0000SA0      	1976	M06	       57.00	
CWSR0000SA0      	1976	M07	       57.30	
CWSR0000SA0      	1976	M08	       57.60	
CWSR0000SA0      	1976	M09	       57.90	
CWSR0000SA0      	1976	M10	       58.20	
CWSR0000SA0      	1976	M11	       58.40	
CWSR0000SA0      	1976	M12	       58.70	
CWSR0000SA0      	1977	M01	       59.10	
CWSR0000SA0      	1977	M02	       59.60	
CWSR0000SA0      	1977	M03	       59.90	
CWSR0000SA0      	1977	M04	       60.30	
CWSR0000SA0      	1977	M05	       60.60	
CWSR0000SA0      	1977	M06	       60.90	
CWSR0000SA0      	1977	M07	       61.20	
CWSR0000SA0      	1977	M08	       61.40	
CWSR0000SA0      	1977	M09	       61.70	
CWSR0000SA0      	1977	M10	       61.90	
CWSR0000SA0      	1977	M11	       62.30	
CWSR0000SA0      	1977	M12	       62.60	
CWSR0000SA0      	1978	M01	       63.00	
CWSR0000SA0      	1978	M02	       63.30	
CWSR0000SA0      	1978	M03	       63.80	
CWSR0000SA0      	1978	M04	       64.20	
CWSR0000SA0      	1978	M05	       64.80	
CWSR0000SA0      	1978	M06	       65.30	
CWSR0000SA0      	1978	M07	       65.80	
CWSR0000SA0      	1978	M08	       66.20	
CWSR0000SA0      	1978	M09	       66.70	
CWSR0000SA0      	1978	M10	       67.40	
CWSR0000SA0      	1978	M11	       67.80	
CWSR0000SA0      	1978	M12	       68.30	
CWSR0000SA0      	1979	M01	       68.80	
CWSR0000SA0      	1979	M02	       69.60	
CWSR0000SA0      	1979	M03	       70.30	
CWSR0000SA0      	1979	M04	       71.10	
CWSR0000SA0      	1979	M05	       71.90	
CWSR0000SA0      	1979	M06	       72.70	
CWSR0000SA0      	1979	M07	       73.50	
CWSR0000SA0      	1979	M08	       74.20	
CWSR0000SA0      	1979	M09	       75.00	
CWSR0000SA0      	1979	M10	       75.70	
CWSR0000SA0      	1979	M11	       76.50	
CWSR0000SA0      	1979	M12	       77.30	
CWSR0000SA0      	1980	M01	       78.50	
CWSR0000SA0      	1980	M02	       79.40	
CWSR0000SA0      	1980	M03	       80.60	
CWSR0000SA0      	1980	M04	       81.40	
CWSR0000SA0      	1980	M05	       82.20	
CWSR0000SA0      	1980	M06	       83.00	
CWSR0000SA0      	1980	M07	       83.10	
CWSR0000SA0      	1980	M08	       83.70	
CWSR0000SA0      	1980	M09	       84.40	
CWSR0000SA0      	1980	M10	       85.30	
CWSR0000SA0      	1980	M11	       86.20	
CWSR0000SA0      	1980	M12	       87.00	
CWSR0000SA0      	1981	M01	       87.70	
CWSR0000SA0      	1981	M02	       88.60	
CWSR0000SA0      	1981	M03	       89.10	
CWSR0000SA0      	1981	M04	       89.60	
CWSR0000SA0      	1981	M05	       90.20	
CWSR0000SA0      	1981	M06	       90.90	
CWSR0000SA0      	1981	M07	       92.00	
CWSR0000SA0      	1981	M08	       92.70	
CWSR0000SA0      	1981	M09	       93.50	
CWSR0000SA0      	1981	M10	       93.80	
CWSR0000SA0      	1981	M11	       94.20	
CWSR0000SA0      	1981	M12	       94.50	
CWSR0000SA0      	1982	M01	       94.80	
CWSR0000SA0      	1982	M02	       95.10	
CWSR0000SA0      	1982	M03	       95.00	
CWSR0000SA0      	1982	M04	       95.30	
CWSR0000SA0      	1982	M05	       96.10	
CWSR0000SA0      	1982	M06	       97.30	
CWSR0000SA0      	1982	M07	       97.80	
CWSR0000SA0      	1982	M08	       98.10	
CWSR0000SA0      	1982	M09	       98.10	
CWSR0000SA0      	1982	M10	       98.50	
CWSR0000SA0      	1982	M11	       98.40	
CWSR0000SA0      	1982	M12	       98.10	
CWSR0000SA0      	1983	M01	       98.20	
CWSR0000SA0      	1983	M02	       98.20	
CWSR0000SA0      	1983	M03	       98.50	
CWSR0000SA0      	1983	M04	       99.10	
CWSR0000SA0      	1983	M05	       99.50	
CWSR0000SA0      	1983	M06	       99.70	
CWSR0000SA0      	1983	M07	      100.00	
CWSR0000SA0      	1983	M08	      100.50	
CWSR0000SA0      	1983	M09	      100.70	
CWSR0000SA0      	1983	M10	      101.00	
CWSR0000SA0      	1983	M11	      101.20	
CWSR0000SA0      	1983	M12	      101.30	
CWSR0000SA0      	1984	M01	      101.80	
CWSR0000SA0      	1984	M02	      102.00	
CWSR0000SA0      	1984	M03	      102.00	
CWSR0000SA0      	1984	M04	      102.20	
CWSR0000SA0      	1984	M05	      102.50	
CWSR0000SA0      	1984	M06	      102.70	
CWSR0000SA0      	1984	M07	      103.20	
CWSR0000SA0      	1984	M08	      104.10	
CWSR0000SA0      	1984	M09	      104.50	
CWSR0000SA0      	1984	M10	      104.70	
CWSR0000SA0      	1984	M11	      104.80	
CWSR0000SA0      	1984	M12	      104.90	
CWSR0000SA0      	1985	M01	      105.20	
CWSR0000SA0      	1985	M02	      105.70	
CWSR0000SA0      	1985	M03	      106.10	
CWSR0000SA0      	1985	M04	      106.40	
CWSR0000SA0      	1985	M05	      106.60	
CWSR0000SA0      	1985	M06	      106.90	
CWSR0000SA0      	1985	M07	      107.00	
CWSR0000SA0      	1985	M08	      107.10	
CWSR0000SA0      	1985	M09	      107.30	
CWSR0000SA0      	1985	M10	      107.70	
CWSR0000SA0      	1985	M11	      108.20	
CWSR0000SA0      	1985	M12	      108.70	
CWSR0000SA0      	1986	M01	      109.10	
CWSR0000SA0      	1986	M02	      108.80	
CWSR0000SA0      	1986	M03	      108.10	
CWSR0000SA0      	1986	M04	      107.70	
CWSR0000SA0      	1986	M05	      107.80	
CWSR0000SA0      	1986	M06	      108.30	
CWSR0000SA0      	1986	M07	      108.30	
CWSR0000SA0      	1986	M08	      108.40	
CWSR0000SA0      	1986	M09	      108.80	
CWSR0000SA0      	1986	M10	      108.90	
CWSR0000SA0      	1986	M11	      109.20	
CWSR0000SA0      	1986	M12	      109.50	
CWSR0000SA0      	1987	M01	      110.20	
CWSR0000SA0      	1987	M02	      110.70	
CWSR0000SA0      	1987	M03	      111.10	
CWSR0000SA0      	1987	M04	      111.60	
CWSR0000SA0      	1987	M05	      111.90	
CWSR0000SA0      	1987	M06	      112.40	
CWSR0000SA0      	1987	M07	      112.70	
CWSR0000SA0      	1987	M08	      113.20	
CWSR0000SA0      	1987	M09	      113.60	
CWSR0000SA0      	1987	M10	      113.90	
CWSR0000SA0      	1987	M11	      114.20	
CWSR0000SA0      	1987	M12	      114.40	
CWSR0000SA0      	1988	M01	      114.70	
CWSR0000SA0      	1988	M02	      114.90	
CWSR0000SA0      	1988	M03	      115.20	
CWSR0000SA0      	1988	M04	      115.80	
CWSR0000SA0      	1988	M05	      116.20	
CWSR0000SA0      	1988	M06	      116.60	
CWSR0000SA0      	1988	M07	      117.30	
CWSR0000SA0      	1988	M08	      117.70	
CWSR0000SA0      	1988	M09	      118.20	
CWSR0000SA0      	1988	M10	      118.60	
CWSR0000SA0      	1988	M11	      118.90	
CWSR0000SA0      	1988	M12	      119.30	
CWSR0000SA0      	1989	M01	      119.90	
CWSR0000SA0      	1989	M02	      120.30	
CWSR0000SA0      	1989	M03	      120.90	
CWSR0000SA0      	1989	M04	      121.90	
CWSR0000SA0      	1989	M05	      122.50	
CWSR0000SA0      	1989	M06	      122.80	
CWSR0000SA0      	1989	M07	      123.20	
CWSR0000SA0      	1989	M08	      123.20	
CWSR0000SA0      	1989	M09	      123.40	
CWSR0000SA0      	1989	M10	      123.90	
CWSR0000SA0      	1989	M11	      124.40	
CWSR0000SA0      	1989	M12	      124.90	
CWSR0000SA0      	1990	M01	      126.10	
CWSR0000SA0      	1990	M02	      126.60	
CWSR0000SA0      	1990	M03	      127.00	
CWSR0000SA0      	1990	M04	      127.30	
CWSR0000SA0      	1990	M05	      127.50	
CWSR0000SA0      	1990	M06	      128.20	
CWSR0000SA0      	1990	M07	      128.80	
CWSR0000SA0      	1990	M08	      129.90	
CWSR0000SA0      	1990	M09	      130.90	
CWSR0000SA0      	1990	M10	      131.70	
CWSR0000SA0      	1990	M11	      132.10	
CWSR0000SA0      	1990	M12	      132.50	
CWSR0000SA0      	1991	M01	      132.90	
CWSR0000SA0      	1991	M02	      132.90	
CWSR0000SA0      	1991	M03	      133.00	
CWSR0000SA0      	1991	M04	      133.30	
CWSR0000SA0      	1991	M05	      133.80	
CWSR0000SA0      	1991	M06	      134.10	
CWSR0000SA0      	1991	M07	      134.30	
CWSR0000SA0      	1991	M08	      134.60	
CWSR0000SA0      	1991	M09	      135.00	
CWSR0000SA0      	1991	M10	      135.20	
CWSR0000SA0      	1991	M11	      135.80	
CWSR0000SA0      	1991	M12	      136.20	
CWSR0000SA0      	1992	M01	      136.20	
CWSR0000SA0      	1992	M02	      136.50	
CWSR0000SA0      	1992	M03	      136.90	
CWSR0000SA0      	1992	M04	      137.20	
CWSR0000SA0      	1992	M05	      137.50	
CWSR0000SA0      	1992	M06	      138.00	
CWSR0000SA0      	1992	M07	      138.40	
CWSR0000SA0      	1992	M08	      138.70	
CWSR0000SA0      	1992	M09	      139.00	
CWSR0000SA0      	1992	M10	      139.50	
CWSR0000SA0      	1992	M11	      139.80	
CWSR0000SA0      	1992	M12	      140.10	
CWSR0000SA0      	1993	M01	      140.50	
CWSR0000SA0      	1993	M02	      140.80	
CWSR0000SA0      	1993	M03	      141.00	
CWSR0000SA0      	1993	M04	      141.40	
CWSR0000SA0      	1993	M05	      141.80	
CWSR0000SA0      	1993	M06	      142.00	
CWSR0000SA0      	1993	M07	      142.10	
CWSR0000SA0      	1993	M08	      142.40	
CWSR0000SA0      	1993	M09	      142.50	
CWSR0000SA0      	1993	M10	      143.20	
CWSR0000SA0      	1993	M11	      143.40	
CWSR0000SA0      	1993	M12	      143.70	
CWSR0000SA0      	1994	M01	      143.80	
CWSR0000SA0      	1994	M02	      144.00	
CWSR0000SA0      	1994	M03	      144.30	
CWSR0000SA0      	1994	M04	      144.50	
CWSR0000SA0      	1994	M05	      144.80	
CWSR0000SA0      	1994	M06	      145.30	
CWSR0000SA0      	1994	M07	      145.90	
CWSR0000SA0      	1994	M08	      146.50	
CWSR0000SA0      	1994	M09	      146.80	
CWSR0000SA0      	1994	M10	      146.90	
CWSR0000SA0      	1994	M11	      147.30	
CWSR0000SA0      	1994	M12	      147.60	
CWSR0000SA0      	1995	M01	      148.00	
CWSR0000SA0      	1995	M02	      148.40	
CWSR0000SA0      	1995	M03	      148.60	
CWSR0000SA0      	1995	M04	      149.20	
CWSR0000SA0      	1995	M05	      149.50	
CWSR0000SA0      	1995	M06	      149.80	
CWSR0000SA0      	1995	M07	      149.90	
CWSR0000SA0      	1995	M08	      150.20	
CWSR0000SA0      	1995	M09	      150.40	
CWSR0000SA0      	1995	M10	      150.80	
CWSR0000SA0      	1995	M11	      150.90	
CWSR0000SA0      	1995	M12	      151.30	
CWSR0000SA0      	1996	M01	      152.00	
CWSR0000SA0      	1996	M02	      152.30	
CWSR0000SA0      	1996	M03	      152.90	
CWSR0000SA0      	1996	M04	      153.40	
CWSR0000SA0      	1996	M05	      153.80	
CWSR0000SA0      	1996	M06	      154.00	
CWSR0000SA0      	1996	M07	      154.30	
CWSR0000SA0      	1996	M08	      154.50	
CWSR0000SA0      	1996	M09	      154.90	
CWSR0000SA0      	1996	M10	      155.40	
CWSR0000SA0      	1996	M11	      155.90	
CWSR0000SA0      	1996	M12	      156.30	
CWSR0000SA0      	1997	M01	      156.60	
CWSR0000SA0      	1997	M02	      156.90	
CWSR0000SA0      	1997	M03	      156.90	
CWSR0000SA0      	1997	M04	      157.00	
CWSR0000SA0      	1997	M05	      157.00	
CWSR0000SA0      	1997	M06	      157.30	
CWSR0000SA0      	1997	M07	      157.40	
