series_id        	year	period	       value	footnote_codes
CWURA210SA0      	1921	M09	        16.6	
CWURA210SA0      	1921	M12	        16.3	
CWURA210SA0      	1921	M13	        17.0	
CWURA210SA0      	1922	M03	        15.4	
CWURA210SA0      	1922	M06	        15.5	
CWURA210SA0      	1922	M09	        15.3	
CWURA210SA0      	1922	M12	        15.7	
CWURA210SA0      	1922	M13	        15.5	
CWURA210SA0      	1923	M03	        15.7	
CWURA210SA0      	1923	M06	        16.2	
CWURA210SA0      	1923	M09	        16.4	
CWURA210SA0      	1923	M12	        16.3	
CWURA210SA0      	1923	M13	        16.1	
CWURA210SA0      	1924	M03	        16.1	
CWURA210SA0      	1924	M06	        16.0	
CWURA210SA0      	1924	M09	        16.1	
CWURA210SA0      	1924	M12	        16.1	
CWURA210SA0      	1924	M13	        16.1	
CWURA210SA0      	1925	M06	        16.5	
CWURA210SA0      	1925	M12	        16.6	
CWURA210SA0      	1925	M13	        16.4	
CWURA210SA0      	1926	M06	        16.6	
CWURA210SA0      	1926	M12	        16.5	
CWURA210SA0      	1926	M13	        16.5	
CWURA210SA0      	1927	M06	        16.5	
CWURA210SA0      	1927	M12	        16.1	
CWURA210SA0      	1927	M13	        16.2	
CWURA210SA0      	1928	M06	        16.1	
CWURA210SA0      	1928	M12	        15.9	
CWURA210SA0      	1928	M13	        16.0	
CWURA210SA0      	1929	M06	        16.0	
CWURA210SA0      	1929	M12	        15.8	
CWURA210SA0      	1929	M13	        15.9	
CWURA210SA0      	1930	M06	        15.8	
CWURA210SA0      	1930	M12	        15.0	
CWURA210SA0      	1930	M13	        15.6	
CWURA210SA0      	1931	M06	        14.0	
CWURA210SA0      	1931	M12	        13.4	
CWURA210SA0      	1931	M13	        14.0	
CWURA210SA0      	1932	M06	        12.8	
CWURA210SA0      	1932	M12	        12.1	
CWURA210SA0      	1932	M13	        12.7	
CWURA210SA0      	1933	M06	        11.9	
CWURA210SA0      	1933	M12	        12.3	
CWURA210SA0      	1933	M13	        12.1	
CWURA210SA0      	1934	M06	        12.5	
CWURA210SA0      	1934	M11	        12.5	
CWURA210SA0      	1934	M13	        12.5	
CWURA210SA0      	1935	M03	        13.0	
CWURA210SA0      	1935	M07	        13.0	
CWURA210SA0      	1935	M10	        13.1	
CWURA210SA0      	1935	M13	        13.0	
CWURA210SA0      	1936	M01	        13.0	
CWURA210SA0      	1936	M04	        13.0	
CWURA210SA0      	1936	M07	        13.2	
CWURA210SA0      	1936	M09	        13.4	
CWURA210SA0      	1936	M12	        13.2	
CWURA210SA0      	1936	M13	        13.2	
CWURA210SA0      	1937	M03	        13.5	
CWURA210SA0      	1937	M06	        13.8	
CWURA210SA0      	1937	M09	        14.0	
CWURA210SA0      	1937	M12	        13.8	
CWURA210SA0      	1937	M13	        13.7	
CWURA210SA0      	1938	M03	        13.5	
CWURA210SA0      	1938	M06	        13.6	
CWURA210SA0      	1938	M09	        13.6	
CWURA210SA0      	1938	M12	        13.6	
CWURA210SA0      	1938	M13	        13.6	
CWURA210SA0      	1939	M03	        13.5	
CWURA210SA0      	1939	M06	        13.5	
CWURA210SA0      	1939	M09	        13.6	
CWURA210SA0      	1939	M12	        13.5	
CWURA210SA0      	1939	M13	        13.5	
CWURA210SA0      	1940	M03	        13.5	
CWURA210SA0      	1940	M06	        13.6	
CWURA210SA0      	1940	M09	        13.7	
CWURA210SA0      	1940	M10	        13.6	
CWURA210SA0      	1940	M11	        13.5	
CWURA210SA0      	1940	M12	        13.7	
CWURA210SA0      	1940	M13	        13.5	
CWURA210SA0      	1941	M01	        13.7	
CWURA210SA0      	1941	M02	        13.7	
CWURA210SA0      	1941	M03	        13.8	
CWURA210SA0      	1941	M04	        13.9	
CWURA210SA0      	1941	M05	        14.0	
CWURA210SA0      	1941	M06	        14.2	
CWURA210SA0      	1941	M07	        14.3	
CWURA210SA0      	1941	M08	        14.6	
CWURA210SA0      	1941	M09	        14.8	
CWURA210SA0      	1941	M10	        15.0	
CWURA210SA0      	1941	M11	        15.1	
CWURA210SA0      	1941	M12	        15.2	
CWURA210SA0      	1941	M13	        14.3	
CWURA210SA0      	1942	M01	        15.4	
CWURA210SA0      	1942	M02	        15.4	
CWURA210SA0      	1942	M03	        15.7	
CWURA210SA0      	1942	M04	        15.8	
CWURA210SA0      	1942	M05	        15.9	
CWURA210SA0      	1942	M06	        16.0	
CWURA210SA0      	1942	M07	        16.0	
CWURA210SA0      	1942	M08	        15.9	
CWURA210SA0      	1942	M09	        16.0	
CWURA210SA0      	1942	M10	        16.3	
CWURA210SA0      	1942	M11	        16.4	
CWURA210SA0      	1942	M12	        16.5	
CWURA210SA0      	1942	M13	        15.9	
CWURA210SA0      	1943	M01	        16.5	
CWURA210SA0      	1943	M02	        16.6	
CWURA210SA0      	1943	M03	        16.8	
CWURA210SA0      	1943	M04	        16.9	
CWURA210SA0      	1943	M05	        17.2	
CWURA210SA0      	1943	M06	        17.3	
CWURA210SA0      	1943	M07	        17.2	
CWURA210SA0      	1943	M08	        17.2	
CWURA210SA0      	1943	M09	        17.2	
CWURA210SA0      	1943	M10	        17.2	
CWURA210SA0      	1943	M11	        17.2	
CWURA210SA0      	1943	M12	        17.2	
CWURA210SA0      	1943	M13	        17.0	
CWURA210SA0      	1944	M01	        17.2	
CWURA210SA0      	1944	M02	        17.2	
CWURA210SA0      	1944	M03	        17.2	
CWURA210SA0      	1944	M04	        17.3	
CWURA210SA0      	1944	M05	        17.3	
CWURA210SA0      	1944	M06	        17.3	
CWURA210SA0      	1944	M07	        17.5	
CWURA210SA0      	1944	M08	        17.5	
CWURA210SA0      	1944	M09	        17.5	
CWURA210SA0      	1944	M10	        17.5	
CWURA210SA0      	1944	M11	        17.5	
CWURA210SA0      	1944	M12	        17.3	
CWURA210SA0      	1944	M13	        17.3	
CWURA210SA0      	1945	M01	        17.4	
CWURA210SA0      	1945	M02	        17.4	
CWURA210SA0      	1945	M03	        17.4	
CWURA210SA0      	1945	M04	        17.5	
CWURA210SA0      	1945	M05	        17.7	
CWURA210SA0      	1945	M06	        17.7	
CWURA210SA0      	1945	M07	        17.7	
CWURA210SA0      	1945	M08	        17.7	
CWURA210SA0      	1945	M09	        17.6	
CWURA210SA0      	1945	M10	        17.7	
CWURA210SA0      	1945	M11	        17.7	
CWURA210SA0      	1945	M12	        17.8	
CWURA210SA0      	1945	M13	        17.6	
CWURA210SA0      	1946	M01	        17.7	
CWURA210SA0      	1946	M02	        17.7	
CWURA210SA0      	1946	M03	        17.7	
CWURA210SA0      	1946	M04	        17.8	
CWURA210SA0      	1946	M05	        18.0	
CWURA210SA0      	1946	M06	        18.2	
CWURA210SA0      	1946	M07	        19.3	
CWURA210SA0      	1946	M08	        19.7	
CWURA210SA0      	1946	M09	        19.8	
CWURA210SA0      	1946	M10	        20.1	
CWURA210SA0      	1946	M11	        20.7	
CWURA210SA0      	1946	M12	        21.0	
CWURA210SA0      	1946	M13	        19.0	
CWURA210SA0      	1947	M01	        21.0	
CWURA210SA0      	1947	M02	        21.0	
CWURA210SA0      	1947	M03	        21.4	
CWURA210SA0      	1947	M04	        21.4	
CWURA210SA0      	1947	M05	        21.4	
CWURA210SA0      	1947	M06	        21.6	
CWURA210SA0      	1947	M08	        22.0	
CWURA210SA0      	1947	M11	        22.5	
CWURA210SA0      	1947	M13	        21.7	
CWURA210SA0      	1948	M02	        23.1	
CWURA210SA0      	1948	M05	        23.4	
CWURA210SA0      	1948	M08	        24.2	
CWURA210SA0      	1948	M11	        23.7	
CWURA210SA0      	1948	M13	        23.6	
CWURA210SA0      	1949	M02	        23.2	
CWURA210SA0      	1949	M05	        23.1	
CWURA210SA0      	1949	M08	        23.2	
CWURA210SA0      	1949	M11	        23.0	
CWURA210SA0      	1949	M13	        23.2	
CWURA210SA0      	1950	M02	        22.8	
CWURA210SA0      	1950	M05	        22.9	
CWURA210SA0      	1950	M08	        23.7	
CWURA210SA0      	1950	M11	        24.1	
CWURA210SA0      	1950	M13	        23.4	
CWURA210SA0      	1951	M02	        24.9	
CWURA210SA0      	1951	M05	        25.2	
CWURA210SA0      	1951	M08	        25.3	
CWURA210SA0      	1951	M11	        25.7	
CWURA210SA0      	1951	M13	        25.3	
CWURA210SA0      	1952	M02	        25.7	
CWURA210SA0      	1952	M05	        25.8	
CWURA210SA0      	1952	M08	        26.0	
CWURA210SA0      	1952	M11	        25.9	
CWURA210SA0      	1952	M13	        25.9	
CWURA210SA0      	1953	M02	        25.7	
CWURA210SA0      	1953	M05	        25.9	
CWURA210SA0      	1953	M08	        26.3	
CWURA210SA0      	1953	M11	        26.4	
CWURA210SA0      	1953	M13	        26.1	
CWURA210SA0      	1954	M02	        26.3	
CWURA210SA0      	1954	M05	        26.3	
CWURA210SA0      	1954	M08	        26.3	
CWURA210SA0      	1954	M11	        26.3	
CWURA210SA0      	1954	M13	        26.3	
CWURA210SA0      	1955	M02	        26.2	
CWURA210SA0      	1955	M05	        26.3	
CWURA210SA0      	1955	M08	        26.5	
CWURA210SA0      	1955	M11	        26.5	
CWURA210SA0      	1955	M13	        26.4	
CWURA210SA0      	1956	M02	        26.4	
CWURA210SA0      	1956	M05	        26.8	
CWURA210SA0      	1956	M08	        27.2	
CWURA210SA0      	1956	M11	        27.4	
CWURA210SA0      	1956	M13	        26.9	
CWURA210SA0      	1957	M02	        27.5	
CWURA210SA0      	1957	M05	        27.8	
CWURA210SA0      	1957	M08	        28.0	
CWURA210SA0      	1957	M11	        28.2	
CWURA210SA0      	1957	M13	        27.9	
CWURA210SA0      	1958	M02	        28.4	
CWURA210SA0      	1958	M05	        28.5	
CWURA210SA0      	1958	M08	        28.5	
CWURA210SA0      	1958	M11	        28.4	
CWURA210SA0      	1958	M13	        28.5	
CWURA210SA0      	1959	M02	        28.5	
CWURA210SA0      	1959	M05	        28.6	
CWURA210SA0      	1959	M08	        28.7	
CWURA210SA0      	1959	M11	        28.9	
CWURA210SA0      	1959	M13	        28.6	
CWURA210SA0      	1960	M02	        28.8	
CWURA210SA0      	1960	M05	        29.0	
CWURA210SA0      	1960	M08	        29.1	
CWURA210SA0      	1960	M11	        29.2	
CWURA210SA0      	1960	M13	        29.0	
CWURA210SA0      	1961	M02	        29.3	
CWURA210SA0      	1961	M05	        29.2	
CWURA210SA0      	1961	M08	        29.4	
CWURA210SA0      	1961	M11	        29.2	
CWURA210SA0      	1961	M13	        29.3	
CWURA210SA0      	1962	M02	        29.2	
CWURA210SA0      	1962	M05	        29.3	
CWURA210SA0      	1962	M08	        29.4	
CWURA210SA0      	1962	M11	        29.4	
CWURA210SA0      	1962	M13	        29.3	
CWURA210SA0      	1963	M02	        29.6	
CWURA210SA0      	1963	M05	        29.6	
CWURA210SA0      	1963	M08	        29.8	
CWURA210SA0      	1963	M11	        29.8	
CWURA210SA0      	1963	M13	        29.7	
CWURA210SA0      	1964	M02	        29.8	
CWURA210SA0      	1964	M05	        29.6	
CWURA210SA0      	1964	M08	        29.8	
CWURA210SA0      	1964	M11	        30.0	
CWURA210SA0      	1964	M13	        29.8	
CWURA210SA0      	1965	M02	        30.1	
CWURA210SA0      	1965	M05	        30.3	
CWURA210SA0      	1965	M08	        30.4	
CWURA210SA0      	1965	M11	        30.6	
CWURA210SA0      	1965	M13	        30.3	
CWURA210SA0      	1966	M02	        30.6	
CWURA210SA0      	1966	M05	        31.1	
CWURA210SA0      	1966	M08	        31.2	
CWURA210SA0      	1966	M11	        31.4	
CWURA210SA0      	1966	M13	        31.1	
CWURA210SA0      	1967	M02	        31.6	
CWURA210SA0      	1967	M05	        31.7	
CWURA210SA0      	1967	M08	        32.1	
CWURA210SA0      	1967	M11	        32.5	
CWURA210SA0      	1967	M13	        32.0	
CWURA210SA0      	1968	M02	        33.4	
CWURA210SA0      	1968	M05	        33.8	
CWURA210SA0      	1968	M08	        34.0	
CWURA210SA0      	1968	M11	        34.5	
CWURA210SA0      	1968	M13	        33.9	
CWURA210SA0      	1969	M02	        34.9	
CWURA210SA0      	1969	M05	        35.5	
CWURA210SA0      	1969	M08	        36.1	
CWURA210SA0      	1969	M11	        36.7	
CWURA210SA0      	1969	M13	        35.8	
CWURA210SA0      	1970	M02	        37.5	
CWURA210SA0      	1970	M05	        38.1	
CWURA210SA0      	1970	M08	        38.4	
CWURA210SA0      	1970	M11	        38.8	
CWURA210SA0      	1970	M13	        38.2	
CWURA210SA0      	1971	M02	        38.9	
CWURA210SA0      	1971	M05	        39.0	
CWURA210SA0      	1971	M08	        39.4	
CWURA210SA0      	1971	M11	        39.8	
CWURA210SA0      	1971	M13	        39.3	
CWURA210SA0      	1972	M02	        40.3	
CWURA210SA0      	1972	M05	        40.4	
CWURA210SA0      	1972	M08	        40.4	
CWURA210SA0      	1972	M11	        40.9	
CWURA210SA0      	1972	M13	        40.5	
CWURA210SA0      	1973	M02	        41.6	
CWURA210SA0      	1973	M05	        42.5	
CWURA210SA0      	1973	M08	        43.5	
CWURA210SA0      	1973	M11	        44.0	
CWURA210SA0      	1973	M13	        42.9	
CWURA210SA0      	1974	M02	        45.5	
CWURA210SA0      	1974	M05	        46.8	
CWURA210SA0      	1974	M08	        48.0	
CWURA210SA0      	1974	M11	        49.0	
CWURA210SA0      	1974	M13	        47.3	
CWURA210SA0      	1975	M02	        50.5	
CWURA210SA0      	1975	M05	        51.0	
CWURA210SA0      	1975	M08	        52.0	
CWURA210SA0      	1975	M11	        52.6	
CWURA210SA0      	1975	M13	        51.5	
CWURA210SA0      	1976	M02	        52.8	
CWURA210SA0      	1976	M05	        53.4	
CWURA210SA0      	1976	M08	        54.6	
CWURA210SA0      	1976	M11	        55.4	
CWURA210SA0      	1976	M13	        54.1	
CWURA210SA0      	1977	M02	        56.5	
CWURA210SA0      	1977	M05	        57.6	
CWURA210SA0      	1977	M08	        58.0	
CWURA210SA0      	1977	M11	        59.0	
CWURA210SA0      	1977	M13	        57.8	
CWURA210SA0      	1978	M02	        59.7	
CWURA210SA0      	1978	M04	        61.0	
CWURA210SA0      	1978	M06	        61.5	
CWURA210SA0      	1978	M08	        62.7	
CWURA210SA0      	1978	M10	        64.2	
CWURA210SA0      	1978	M12	        65.9	
CWURA210SA0      	1978	M13	        62.2	
CWURA210SA0      	1979	M02	        67.5	
CWURA210SA0      	1979	M04	        69.2	
CWURA210SA0      	1979	M06	        70.8	
CWURA210SA0      	1979	M08	        71.2	
CWURA210SA0      	1979	M10	        72.2	
CWURA210SA0      	1979	M12	        74.6	
CWURA210SA0      	1979	M13	        70.6	
CWURA210SA0      	1980	M02	        78.1	
CWURA210SA0      	1980	M04	        79.5	
CWURA210SA0      	1980	M06	        80.2	
CWURA210SA0      	1980	M08	        81.4	
CWURA210SA0      	1980	M10	        84.6	
CWURA210SA0      	1980	M12	        85.4	
CWURA210SA0      	1980	M13	        81.1	
CWURA210SA0      	1981	M02	        87.7	
CWURA210SA0      	1981	M04	        87.1	
CWURA210SA0      	1981	M06	        90.8	
CWURA210SA0      	1981	M08	        90.6	
CWURA210SA0      	1981	M10	        90.3	
CWURA210SA0      	1981	M12	        90.0	
CWURA210SA0      	1981	M13	        89.2	
CWURA210SA0      	1982	M02	        91.2	
CWURA210SA0      	1982	M04	        91.4	
CWURA210SA0      	1982	M06	        95.0	
CWURA210SA0      	1982	M08	        99.4	
CWURA210SA0      	1982	M10	       100.5	
CWURA210SA0      	1982	M12	       100.8	
CWURA210SA0      	1982	M13	        95.9	
CWURA210SA0      	1983	M02	       100.3	
CWURA210SA0      	1983	M04	       100.9	
CWURA210SA0      	1983	M06	       101.3	
CWURA210SA0      	1983	M08	       101.6	
CWURA210SA0      	1983	M10	       101.5	
CWURA210SA0      	1983	M12	       100.7	
CWURA210SA0      	1983	M13	       101.1	
CWURA210SA0      	1984	M02	       101.8	
CWURA210SA0      	1984	M04	       102.6	
CWURA210SA0      	1984	M06	       103.0	
CWURA210SA0      	1984	M08	       105.0	
CWURA210SA0      	1984	M10	       103.8	
CWURA210SA0      	1984	M12	       102.0	
CWURA210SA0      	1984	M13	       103.0	
CWURA210SA0      	1985	M02	       102.3	
CWURA210SA0      	1985	M04	       103.0	
CWURA210SA0      	1985	M06	       104.1	
CWURA210SA0      	1985	M08	       104.7	
CWURA210SA0      	1985	M10	       104.7	
CWURA210SA0      	1985	M12	       104.8	
CWURA210SA0      	1985	M13	       103.8	
CWURA210SA0      	1986	M02	       105.1	
CWURA210SA0      	1986	M04	       103.8	
CWURA210SA0      	1986	M06	       105.0	
CWURA210SA0      	1986	M08	       105.6	
CWURA210SA0      	1986	M10	       105.4	
CWURA210SA0      	1986	M11	       105.5	
CWURA210SA0      	1986	M12	       105.3	
CWURA210SA0      	1986	M13	       105.0	
CWURA210SA0      	1987	M01	       105.6	
CWURA210SA0      	1987	M03	       106.7	
CWURA210SA0      	1987	M05	       107.0	
CWURA210SA0      	1987	M07	       108.1	
CWURA210SA0      	1987	M09	       109.9	
CWURA210SA0      	1987	M11	       109.9	
CWURA210SA0      	1987	M13	       108.0	
CWURA210SA0      	1988	M01	       109.3	
CWURA210SA0      	1988	M03	       110.2	
CWURA210SA0      	1988	M05	       111.7	
CWURA210SA0      	1988	M07	       112.6	
CWURA210SA0      	1988	M09	       112.7	
CWURA210SA0      	1988	M11	       113.0	
CWURA210SA0      	1988	M13	       111.8	
CWURA210SA0      	1989	M01	       113.8	
CWURA210SA0      	1989	M03	       116.2	
CWURA210SA0      	1989	M05	       117.7	
CWURA210SA0      	1989	M07	       118.8	
CWURA210SA0      	1989	M09	       118.2	
CWURA210SA0      	1989	M11	       118.0	
CWURA210SA0      	1989	M13	       117.3	
CWURA210SA0      	1990	M01	       119.5	
CWURA210SA0      	1990	M03	       121.5	
CWURA210SA0      	1990	M05	       122.1	
CWURA210SA0      	1990	M07	       122.7	
CWURA210SA0      	1990	M09	       125.0	
CWURA210SA0      	1990	M11	       125.8	
CWURA210SA0      	1990	M13	       123.0	
CWURA210SA0      	1991	M01	       125.8	
CWURA210SA0      	1991	M03	       126.8	
CWURA210SA0      	1991	M05	       127.8	
CWURA210SA0      	1991	M07	       127.4	
CWURA210SA0      	1991	M09	       129.0	
CWURA210SA0      	1991	M11	       129.3	
CWURA210SA0      	1991	M13	       127.8	
CWURA210SA0      	1992	M01	       129.6	
CWURA210SA0      	1992	M03	       129.7	
CWURA210SA0      	1992	M05	       129.6	
CWURA210SA0      	1992	M07	       130.5	
CWURA210SA0      	1992	M09	       131.3	
CWURA210SA0      	1992	M11	       130.8	
CWURA210SA0      	1992	M13	       130.3	
CWURA210SA0      	1993	M01	       130.8	
CWURA210SA0      	1993	M03	       131.8	
CWURA210SA0      	1993	M05	       132.7	
CWURA210SA0      	1993	M07	       133.9	
CWURA210SA0      	1993	M09	       134.6	
CWURA210SA0      	1993	M11	       135.1	
CWURA210SA0      	1993	M13	       133.3	
CWURA210SA0      	1994	M01	       135.1	
CWURA210SA0      	1994	M03	       135.7	
CWURA210SA0      	1994	M05	       136.1	
CWURA210SA0      	1994	M07	       136.3	
CWURA210SA0      	1994	M09	       138.9	
CWURA210SA0      	1994	M11	       138.8	
CWURA210SA0      	1994	M13	       137.0	
CWURA210SA0      	1995	M01	       139.0	
CWURA210SA0      	1995	M03	       139.7	
CWURA210SA0      	1995	M05	       139.9	
CWURA210SA0      	1995	M07	       140.3	
CWURA210SA0      	1995	M09	       141.3	
CWURA210SA0      	1995	M11	       140.6	
CWURA210SA0      	1995	M13	       140.2	
CWURA210SA0      	1996	M01	       141.5	
CWURA210SA0      	1996	M03	       143.1	
CWURA210SA0      	1996	M05	       144.0	
CWURA210SA0      	1996	M07	       144.3	
CWURA210SA0      	1996	M09	       145.8	
CWURA210SA0      	1996	M11	       146.2	
CWURA210SA0      	1996	M13	       144.3	
CWURA210SA0      	1997	M01	       146.2	
CWURA210SA0      	1997	M03	       147.5	
CWURA210SA0      	1997	M05	       147.8	
CWURA210SA0      	1997	M07	       148.2	
CWURA210SA0      	1997	M09	       149.2	
CWURA210SA0      	1997	M11	       149.1	
CWURA210SA0      	1997	M13	       148.1	
CWURA210SA0      	1998	M01	       150.0	
CWURA210SA0      	1998	M03	       150.1	
CWURA210SA0      	1998	M05	       151.2	
CWURA210SA0      	1998	M07	       152.1	
CWURA210SA0      	1998	M09	       153.3	
CWURA210SA0      	1998	M11	       152.8	
CWURA210SA0      	1998	M13	       151.7	
CWURA210SA0      	1999	M01	       152.7	
CWURA210SA0      	1999	M03	       152.9	
CWURA210SA0      	1999	M05	       153.7	
CWURA210SA0      	1999	M07	       154.9	
CWURA210SA0      	1999	M09	       156.4	
CWURA210SA0      	1999	M11	       156.1	
CWURA210SA0      	1999	M13	       154.6	
CWURA210SA0      	2000	M01	       156.9	
CWURA210SA0      	2000	M03	       159.3	
CWURA210SA0      	2000	M05	       159.0	
CWURA210SA0      	2000	M07	       160.5	
CWURA210SA0      	2000	M09	       162.8	
CWURA210SA0      	2000	M11	       161.6	
CWURA210SA0      	2000	M13	       160.3	
CWURA210SA0      	2001	M01	       163.3	
CWURA210SA0      	2001	M03	       163.9	
CWURA210SA0      	2001	M05	       165.6	
CWURA210SA0      	2001	M07	       164.9	
CWURA210SA0      	2001	M09	       166.5	
CWURA210SA0      	2001	M11	       164.0	
CWURA210SA0      	2001	M13	       164.7	
CWURA210SA0      	2002	M01	       162.8	
CWURA210SA0      	2002	M03	       164.1	
CWURA210SA0      	2002	M05	       164.0	
CWURA210SA0      	2002	M07	       164.5	
CWURA210SA0      	2002	M09	       165.7	
CWURA210SA0      	2002	M11	       164.9	
CWURA210SA0      	2002	M13	       164.4	
CWURA210SA0      	2003	M01	       165.3	
CWURA210SA0      	2003	M03	       167.1	
CWURA210SA0      	2003	M05	       166.3	
CWURA210SA0      	2003	M07	       167.0	
CWURA210SA0      	2003	M09	       169.5	
CWURA210SA0      	2003	M11	       168.3	
CWURA210SA0      	2003	M13	       167.4	
CWURA210SA0      	2004	M01	       169.8	
CWURA210SA0      	2004	M03	       171.0	
CWURA210SA0      	2004	M05	       172.6	
CWURA210SA0      	2004	M07	       172.8	
CWURA210SA0      	2004	M09	       174.8	
CWURA210SA0      	2004	M11	       173.9	
CWURA210SA0      	2004	M13	       172.7	
CWURA210SA0      	2005	M01	       174.5	
CWURA210SA0      	2005	M03	       177.2	
CWURA210SA0      	2005	M05	       177.9	
CWURA210SA0      	2005	M07	       178.8	
CWURA210SA0      	2005	M09	       183.1	
CWURA210SA0      	2005	M11	       180.8	
CWURA210SA0      	2005	M13	       179.0	
CWURA210SA0      	2006	M01	       181.4	
CWURA210SA0      	2006	M03	       181.6	
CWURA210SA0      	2006	M05	       183.8	
CWURA210SA0      	2006	M07	       184.3	
CWURA210SA0      	2006	M09	       181.7	
CWURA210SA0      	2006	M11	       179.5	
CWURA210SA0      	2006	M13	       182.1	
CWURA210SA0      	2007	M01	     181.559	
CWURA210SA0      	2007	M03	     184.014	
CWURA210SA0      	2007	M05	     186.889	
CWURA210SA0      	2007	M07	     187.344	
CWURA210SA0      	2007	M09	     187.784	
CWURA210SA0      	2007	M11	     188.488	
CWURA210SA0      	2007	M13	     186.368	
CWURA210SA0      	2008	M01	     190.115	
CWURA210SA0      	2008	M03	     192.995	
CWURA210SA0      	2008	M05	     195.898	
CWURA210SA0      	2008	M07	     198.063	
CWURA210SA0      	2008	M09	     197.260	
CWURA210SA0      	2008	M11	     188.860	
CWURA210SA0      	2008	M13	     193.805	
CWURA210SA0      	2009	M01	     188.798	
CWURA210SA0      	2009	M03	     190.107	
CWURA210SA0      	2009	M05	     191.297	
CWURA210SA0      	2009	M07	     191.494	
CWURA210SA0      	2009	M09	     192.800	
CWURA210SA0      	2009	M11	     192.871	
CWURA210SA0      	2009	M13	     191.466	
CWURA210SA0      	2010	M01	     194.529	
CWURA210SA0      	2010	M03	     194.852	
CWURA210SA0      	2010	M05	     195.574	
CWURA210SA0      	2010	M07	     195.477	
CWURA210SA0      	2010	M09	     196.787	
CWURA210SA0      	2010	M11	     197.530	
CWURA210SA0      	2010	M13	     196.001	
CWURA210SA0      	2011	M01	     199.568	
CWURA210SA0      	2011	M03	     201.146	
CWURA210SA0      	2011	M05	     204.105	
CWURA210SA0      	2011	M07	     203.660	
CWURA210SA0      	2011	M09	     204.981	
CWURA210SA0      	2011	M11	     202.824	
CWURA210SA0      	2011	M13	     202.880	
CWURA210SA0      	2012	M01	     203.575	
CWURA210SA0      	2012	M03	     206.615	
CWURA210SA0      	2012	M05	     206.301	
CWURA210SA0      	2012	M07	     206.334	
CWURA210SA0      	2012	M09	     208.684	
CWURA210SA0      	2012	M11	     205.998	
CWURA210SA0      	2012	M13	     206.373	
CWURA210SA0      	2013	M01	     206.526	
CWURA210SA0      	2013	M03	     208.879	
CWURA210SA0      	2013	M05	     209.595	
CWURA210SA0      	2013	M07	     210.184	
CWURA210SA0      	2013	M09	     209.623	
CWURA210SA0      	2013	M11	     208.177	
CWURA210SA0      	2013	M13	     208.926	
CWURA210SA0      	2014	M01	     208.829	
CWURA210SA0      	2014	M03	     212.489	
CWURA210SA0      	2014	M05	     212.765	
CWURA210SA0      	2014	M07	     213.511	
CWURA210SA0      	2014	M09	     212.636	
CWURA210SA0      	2014	M11	     210.709	
CWURA210SA0      	2014	M13	     211.810	
CWURA210SA0      	2015	M01	     208.542	
CWURA210SA0      	2015	M03	     210.652	
CWURA210SA0      	2015	M05	     211.583	
CWURA210SA0      	2015	M07	     213.485	
CWURA210SA0      	2015	M09	     210.508	
CWURA210SA0      	2015	M11	     209.244	
CWURA210SA0      	2015	M13	     210.693	
CWURA210SA0      	2016	M01	     208.998	
CWURA210SA0      	2016	M03	     209.832	
CWURA210SA0      	2016	M05	     211.904	
CWURA210SA0      	2016	M07	     211.809	
CWURA210SA0      	2016	M09	     210.721	
CWURA210SA0      	2016	M11	     210.801	
CWURA210SA0      	2016	M13	     210.826	
CWURA210SA0      	2017	M01	     212.287	
CWURA210SA0      	2017	M03	     212.802	
CWURA210SA0      	2017	M05	     212.936	
CWURA210SA0      	2017	M07	     213.214	
CWURA210SA0      	2017	M09	     214.373	
CWURA210SA0      	2017	M11	     214.708	
CWURA210SA0      	2017	M13	     213.348	
CWURA212AA0      	1935	M03	        41.2	
CWURA212AA0      	1935	M07	        41.2	
CWURA212AA0      	1935	M10	        41.5	
CWURA212AA0      	1935	M13	        41.3	
CWURA212AA0      	1936	M01	        41.6	
CWURA212AA0      	1936	M04	        41.5	
CWURA212AA0      	1936	M07	        42.1	
CWURA212AA0      	1936	M09	        42.8	
CWURA212AA0      	1936	M12	        42.4	
CWURA212AA0      	1936	M13	        42.1	
CWURA212AA0      	1937	M03	        43.3	
CWURA212AA0      	1937	M06	        44.1	
CWURA212AA0      	1937	M09	        44.4	
CWURA212AA0      	1937	M12	        43.8	
CWURA212AA0      	1937	M13	        43.8	
CWURA212AA0      	1938	M03	        43.0	
CWURA212AA0      	1938	M06	        43.0	
CWURA212AA0      	1938	M09	        42.3	
CWURA212AA0      	1938	M12	        42.1	
CWURA212AA0      	1938	M13	        42.7	
CWURA212AA0      	1939	M03	        41.5	
CWURA212AA0      	1939	M06	        41.3	
CWURA212AA0      	1939	M09	        41.9	
CWURA212AA0      	1939	M12	        41.5	
CWURA212AA0      	1939	M13	        41.6	
CWURA212AA0      	1940	M03	        41.5	
CWURA212AA0      	1940	M06	        42.1	
CWURA212AA0      	1940	M09	        41.7	
CWURA212AA0      	1940	M12	        41.9	
CWURA212AA0      	1940	M13	        41.7	
CWURA212AA0      	1941	M03	        42.1	
CWURA212AA0      	1941	M06	        43.8	
CWURA212AA0      	1941	M09	        45.2	
CWURA212AA0      	1941	M12	        46.2	
CWURA212AA0      	1941	M13	        43.9	
CWURA212AA0      	1942	M03	        47.7	
CWURA212AA0      	1942	M06	        48.9	
